invoice_id,client_id,client_name,invoice_ref,business_unit,region,account_type,payment_method,revenue,cost,profit,tax,margin,days_to_pay,notes,invoice_date
INV001099,CL4916,Chase and Sons,REF-tM54DV59,Treasury,ACT,Enterprise,BPAY,26698.13,13658.33,13039.8,3911.94,48.84,90,,2023-12-21
INV001100,CL4618,Mccormick-Turner,REF-SB33iH15,Insurance,NSW,SME,Direct Debit,85497.3,34341.04,51156.26,15346.88,59.83,76,,2024-10-21
INV001101,CL9895,Hawkins-Lee,REF-OZ24Xu90,Corporate Banking,WA,Non-profit,Cheque,444840.34,198792.48,246047.86,73814.36,55.31,34,Veniam enim ducimus sunt laudantium.,2024-11-19
INV001102,CL7782,"Peters, Garcia and King",REF-PM67rn93,Insurance,QLD,SME,Credit Card,258562.76,132971.76,125591.0,37677.3,48.57,66,Ipsam quis mollitia nostrum.,2024-10-13
INV001103,CL2405,Arnold-Lewis,REF-oT72Ja63,Insurance,QLD,Enterprise,BPAY,389187.99,284316.4,104871.59,31461.48,26.95,16,,2024-07-26
INV001104,CL9941,"Flores, Tran and Mills",REF-pI61WB17,Retail Banking,ACT,Retail,EFT,201079.67,124698.16,76381.51,22914.45,37.99,19,,2024-11-10
INV001105,CL3003,Sampson Group,REF-cb77Sb30,Operations,VIC,Enterprise,Direct Debit,275510.82,185605.63,89905.19,26971.56,32.63,76,,2023-09-20
INV001106,CL6325,"Rivera, Powell and Kelly",REF-jB82YU40,Wealth Management,VIC,Enterprise,Credit Card,201543.25,86803.33,114739.92,34421.98,56.93,25,Ipsum eligendi iste excepturi labore.,2024-01-19
INV001107,CL8399,Romero-Stevenson,REF-cl96KU32,Retail Banking,VIC,Enterprise,EFT,391377.37,236330.43,155046.94,46514.08,39.62,56,Minus ea tenetur est optio.,2023-12-06
INV001108,CL5634,Smith Ltd,REF-pP09YM08,Insurance,NSW,Government,EFT,123663.0,70416.1,53246.9,15974.07,43.06,84,Eos error adipisci ratione.,2023-09-22
INV001109,CL8644,"Anderson, Perez and Marsh",REF-Eg90Ra30,Wealth Management,ACT,Enterprise,Credit Card,384883.6,211366.91,173516.69,52055.01,45.08,54,,2023-05-14
INV001110,CL4401,"Parks, Liu and Estrada",REF-KP21Zg86,Retail Banking,VIC,Retail,BPAY,408747.96,302101.02,106646.94,31994.08,26.09,56,,2023-09-20
INV001111,CL5910,Ramirez PLC,REF-bx67up01,Wealth Management,QLD,Enterprise,Cheque,216455.52,122506.71,93948.81,28184.64,43.4,65,Cupiditate doloremque placeat.,2023-01-14
INV001112,CL7821,Chandler-Robertson,REF-lY61OI07,Insurance,VIC,Non-profit,BPAY,204923.67,148875.46,56048.21,16814.46,27.35,40,Exercitationem corrupti impedit aliquam quae.,2023-02-08
INV001113,CL9598,Howe PLC,REF-Bh98xr42,Retail Banking,VIC,Enterprise,BPAY,166109.07,87672.05,78437.02,23531.11,47.22,65,Maiores sit eaque laboriosam architecto corporis.,2023-11-22
INV001114,CL2915,"Gonzales, Noble and Tate",REF-Aq84ku86,Wealth Management,TAS,Government,Cheque,430020.22,321576.59,108443.63,32533.09,25.22,44,,2024-03-03
INV001115,CL7229,Lucas LLC,REF-mm63LZ31,Insurance,VIC,Enterprise,BPAY,259938.8,150886.51,109052.29,32715.69,41.95,7,,2023-04-13
INV001116,CL8867,"Koch, Gutierrez and Diaz",REF-zo20qD93,Retail Banking,WA,Enterprise,Credit Card,344129.22,241068.26,103060.96,30918.29,29.95,29,,2024-09-08
INV001117,CL4147,"Liu, Simmons and Abbott",REF-He30xn26,Wealth Management,VIC,Government,Direct Debit,60670.21,35136.74,25533.47,7660.04,42.09,17,,2023-10-22
INV001118,CL3979,Wells Ltd,REF-cZ44eV00,Treasury,NSW,Government,BPAY,429082.61,269292.52,159790.09,47937.03,37.24,82,,2023-03-08
INV001119,CL8200,Smith Ltd,REF-lQ41zB47,Operations,QLD,Enterprise,EFT,472775.18,302287.5,170487.68,51146.3,36.06,51,Vel mollitia placeat dolore tenetur quis.,2024-09-12
INV001120,CL2572,Thompson-Perez,REF-wN86mA27,Treasury,TAS,Government,Cheque,109561.55,67168.25,42393.3,12717.99,38.69,19,,2023-05-14
INV001121,CL5257,Fisher Inc,REF-hg77hG53,Retail Banking,WA,SME,Direct Debit,151461.13,113250.44,38210.69,11463.21,25.23,55,,2023-02-27
INV001122,CL6224,James-Thomas,REF-sh62EU73,Insurance,VIC,Government,Credit Card,195904.69,115373.32,80531.37,24159.41,41.11,37,Totam doloribus praesentium dolorem aliquam.,2023-06-06
INV001123,CL2703,Parker Ltd,REF-ot10gt61,Insurance,QLD,Non-profit,Cheque,204798.07,123008.8,81789.27,24536.78,39.94,67,,2024-03-04
INV001124,CL5642,"Ramirez, Bailey and Vaughn",REF-Aj30NT98,Wealth Management,SA,Non-profit,Credit Card,214234.21,159311.9,54922.31,16476.69,25.64,62,,2023-06-29
INV001125,CL9337,Johnson-Barber,REF-St69KY45,Wealth Management,NT,SME,BPAY,271727.71,160633.35,111094.36,33328.31,40.88,86,,2024-12-17
INV001126,CL3690,Adams Group,REF-BP70Dt21,Retail Banking,VIC,Government,Credit Card,21273.45,15734.58,5538.87,1661.66,26.04,18,Officia veritatis temporibus nam hic cumque.,2024-01-17
INV001127,CL4664,Ross Ltd,REF-MM37Za87,Retail Banking,ACT,Government,BPAY,182670.26,131021.37,51648.89,15494.67,28.27,21,,2024-07-30
INV001128,CL9175,Robertson-Garcia,REF-qs75Ro97,Corporate Banking,NSW,Government,Cheque,71827.0,38414.38,33412.62,10023.79,46.52,7,Provident sit ipsum quibusdam enim.,2024-12-30
INV001129,CL8048,"Wagner, Reyes and Goodman",REF-Hf56zL57,Operations,QLD,Enterprise,Direct Debit,494928.16,300744.57,194183.59,58255.08,39.23,81,,2023-12-31
INV001130,CL2966,Cooper Ltd,REF-xc82AE51,Retail Banking,SA,Enterprise,BPAY,391911.34,207600.45,184310.89,55293.27,47.03,84,,2024-07-30
INV001131,CL5007,"Schneider, Hogan and Bowman",REF-YA00sD58,Corporate Banking,VIC,Enterprise,Cheque,474900.21,315865.69,159034.52,47710.36,33.49,78,,2023-02-01
INV001132,CL6424,Davis-Thompson,REF-qY10Sy57,Retail Banking,VIC,SME,Credit Card,487804.31,262872.82,224931.49,67479.45,46.11,52,,2023-09-26
INV001133,CL6486,Torres LLC,REF-co33JG90,Retail Banking,QLD,Enterprise,BPAY,180536.96,121557.59,58979.37,17693.81,32.67,60,,2024-10-10
INV001134,CL2441,Rodriguez LLC,REF-cW30Im26,Wealth Management,SA,Government,EFT,63334.42,44486.59,18847.83,5654.35,29.76,38,Tempora quia doloribus.,2024-02-16
INV001135,CL1308,Benjamin-Wilson,REF-KL22QH04,Wealth Management,NSW,Retail,EFT,497693.49,339404.84,158288.65,47486.59,31.8,57,,2024-05-31
INV001136,CL6440,Pacheco-Roy,REF-fP45st17,Operations,TAS,Enterprise,BPAY,42803.76,19109.85,23693.91,7108.17,55.35,61,,2024-01-07
INV001137,CL8008,Hinton Group,REF-jn58Nf51,Insurance,NSW,Retail,Credit Card,494518.69,309956.12,184562.57,55368.77,37.32,68,,2023-08-11
INV001138,CL9929,Davis-Dickerson,REF-SH96UM22,Corporate Banking,TAS,Non-profit,EFT,316391.62,128631.13,187760.49,56328.15,59.34,35,Laboriosam neque ex.,2023-05-25
INV001139,CL7703,"Levy, Lee and Robles",REF-JK85Gq42,Operations,NSW,Non-profit,Cheque,294998.56,186275.74,108722.82,32616.85,36.86,68,Repudiandae deserunt tenetur unde earum eius.,2024-05-29
INV001140,CL4126,Cook Inc,REF-LB65qo88,Operations,SA,SME,Cheque,26551.84,16637.58,9914.26,2974.28,37.34,80,,2024-07-14
INV001141,CL5912,Whitehead Ltd,REF-Vu39ef14,Insurance,TAS,Non-profit,Credit Card,128066.83,69724.37,58342.46,17502.74,45.56,24,,2023-05-30
INV001142,CL9977,Hanna-Ramirez,REF-HP91vU28,Retail Banking,WA,SME,EFT,394915.85,168034.37,226881.48,68064.44,57.45,55,,2024-05-25
INV001143,CL7042,Morgan-Sandoval,REF-av01LS22,Operations,NSW,Government,Direct Debit,86112.17,44671.12,41441.05,12432.32,48.12,82,,2023-04-05
INV001144,CL7863,Brooks LLC,REF-lh98hs02,Operations,QLD,Non-profit,BPAY,298873.23,208217.23,90656.0,27196.8,30.33,63,,2023-07-15
INV001145,CL2279,"Patterson, Warren and Johnson",REF-YR08YG52,Operations,WA,Non-profit,BPAY,178258.7,83891.91,94366.79,28310.04,52.94,58,,2023-08-15
INV001146,CL3620,"Hayes, Salazar and Scott",REF-bS87UU19,Operations,NSW,SME,Credit Card,341917.61,252139.25,89778.36,26933.51,26.26,71,,2024-02-27
INV001147,CL8442,Ryan-Dorsey,REF-My24ky36,Treasury,TAS,Government,EFT,293049.99,133786.71,159263.28,47778.98,54.35,27,,2023-07-26
INV001148,CL9672,Ellis-King,REF-Bp62fR57,Insurance,TAS,Government,BPAY,47898.9,29411.84,18487.06,5546.12,38.6,8,,2024-07-28
INV001149,CL4128,"Hill, Christensen and Arellano",REF-tx66bd91,Corporate Banking,VIC,Enterprise,Direct Debit,215971.58,154033.23,61938.35,18581.5,28.68,44,,2023-06-14
INV001150,CL9907,"Hester, Wheeler and Campbell",REF-WM37sG41,Operations,WA,Non-profit,Cheque,273964.35,129616.89,144347.46,43304.24,52.69,60,,2023-12-08
INV001151,CL1546,Wolf Ltd,REF-ra40CL49,Operations,NT,Retail,BPAY,263912.9,114942.2,148970.7,44691.21,56.45,59,,2024-05-03
INV001152,CL9902,"Massey, Gonzalez and Hood",REF-zC39hD99,Retail Banking,ACT,Enterprise,Cheque,368850.89,261209.91,107640.98,32292.29,29.18,56,Temporibus aliquam sed deleniti voluptate.,2024-01-20
INV001153,CL8227,Jackson Ltd,REF-lt93qG34,Corporate Banking,WA,Retail,BPAY,206126.22,149005.13,57121.09,17136.33,27.71,77,,2024-12-11
INV001154,CL8266,Holloway Ltd,REF-Ss33IE69,Wealth Management,VIC,Government,Credit Card,370594.81,217324.46,153270.35,45981.11,41.36,83,,2023-09-08
INV001155,CL9822,"Owens, Frazier and Rodriguez",REF-Eb06bB87,Operations,TAS,Government,Direct Debit,253292.59,108547.55,144745.04,43423.51,57.15,37,Provident provident animi maiores at nemo hic.,2024-03-24
INV001156,CL5632,Ramos Group,REF-DT07lc45,Insurance,TAS,Government,EFT,163089.47,98348.74,64740.73,19422.22,39.7,44,,2023-05-04
INV001157,CL6199,"Meyer, Shaffer and Meza",REF-Sl24XW17,Retail Banking,SA,Retail,BPAY,412206.2,215836.16,196370.04,58911.01,47.64,66,,2024-01-24
INV001158,CL6475,Walton-Mitchell,REF-xj07EL48,Corporate Banking,SA,Retail,Credit Card,68165.5,42184.28,25981.22,7794.37,38.11,40,,2023-04-24
INV001159,CL6449,Cooke-Richards,REF-dZ50Pd72,Corporate Banking,VIC,Retail,EFT,88117.55,39229.63,48887.92,14666.38,55.48,45,,2024-11-21
INV001160,CL5212,Sanchez PLC,REF-wX75FJ41,Retail Banking,SA,Non-profit,Cheque,309397.36,228547.89,80849.47,24254.84,26.13,62,,2023-10-09
INV001161,CL5450,Moore-Taylor,REF-aO35sv58,Operations,QLD,Enterprise,BPAY,380473.25,230181.86,150291.39,45087.42,39.5,55,,2024-09-09
INV001162,CL7747,Long-Mathews,REF-rC44dW36,Corporate Banking,TAS,Enterprise,Credit Card,175377.85,73747.29,101630.56,30489.17,57.95,45,,2024-05-05
INV001163,CL3124,"Buck, Osborne and Smith",REF-qE40Rz40,Retail Banking,NSW,Enterprise,BPAY,345573.57,145962.1,199611.47,59883.44,57.76,24,,2024-04-24
INV001164,CL6801,Farmer Inc,REF-iM88Zk44,Retail Banking,VIC,Retail,Credit Card,270800.52,128000.25,142800.27,42840.08,52.73,40,,2024-04-18
INV001165,CL2923,Garrett-Morris,REF-ZO43UF48,Retail Banking,WA,Retail,EFT,318380.33,203508.45,114871.88,34461.56,36.08,34,,2024-02-17
INV001166,CL7411,"Webster, Russo and Jefferson",REF-Bf63NJ76,Insurance,NSW,SME,Credit Card,245181.16,162036.81,83144.35,24943.31,33.91,29,,2024-09-14
INV001167,CL9679,Moore Inc,REF-VJ10Kd78,Corporate Banking,ACT,Enterprise,BPAY,320556.71,162273.1,158283.61,47485.08,49.38,77,,2024-01-29
INV001168,CL6245,Johnston-Bright,REF-gw77hg63,Wealth Management,WA,SME,BPAY,90255.19,58041.17,32214.02,9664.21,35.69,17,Amet quasi commodi exercitationem perspiciatis autem.,2023-11-20
INV001169,CL6295,Conner and Sons,REF-Ez96rr18,Treasury,VIC,Enterprise,EFT,458483.88,239649.28,218834.6,65650.38,47.73,59,,2024-05-22
INV001170,CL7552,Mcdaniel Group,REF-Wa37Fh12,Retail Banking,VIC,Non-profit,Credit Card,131854.29,61519.67,70334.62,21100.39,53.34,60,,2024-04-14
INV001171,CL7900,Acosta Ltd,REF-mi95Ed86,Insurance,NSW,Retail,BPAY,206983.92,127693.07,79290.85,23787.26,38.31,33,Provident nulla praesentium ipsam quaerat.,2023-03-21
INV001172,CL2014,Clark LLC,REF-rT68jZ00,Corporate Banking,NSW,Retail,Cheque,236260.66,147230.23,89030.43,26709.13,37.68,66,,2023-11-02
INV001173,CL3461,Potter PLC,REF-yR02gw79,Treasury,QLD,Enterprise,EFT,40594.0,17209.44,23384.56,7015.37,57.61,66,,2024-11-08
INV001174,CL2198,"Roberson, Lee and Johnson",REF-Kl51Gv22,Treasury,SA,Non-profit,Cheque,121721.0,49703.15,72017.85,21605.35,59.17,8,,2024-07-15
INV001175,CL4255,Oliver-Barrera,REF-PT36Dc36,Treasury,ACT,Enterprise,Cheque,464667.93,331412.34,133255.59,39976.68,28.68,57,,2024-01-11
INV001176,CL1417,Allen Inc,REF-Pi01fy70,Insurance,TAS,Government,Credit Card,331424.21,242550.08,88874.13,26662.24,26.82,16,,2023-11-12
INV001177,CL5962,"Smith, Shah and Wilson",REF-vh56kr48,Retail Banking,ACT,Government,Direct Debit,376710.83,180230.41,196480.42,58944.13,52.16,15,Eum cumque necessitatibus facere vel.,2024-12-07
INV001178,CL8671,Dixon-Newton,REF-zF36Xk22,Wealth Management,VIC,Enterprise,Credit Card,75026.15,41103.0,33923.15,10176.94,45.22,79,,2024-09-27
INV001179,CL1406,"Young, Brown and Estrada",REF-HV91Ql01,Retail Banking,SA,SME,Direct Debit,12992.02,6276.45,6715.57,2014.67,51.69,56,,2024-11-03
INV001180,CL7783,"Peterson, Rodriguez and Garcia",REF-qY31rL00,Insurance,WA,Retail,Credit Card,55636.8,22503.86,33132.94,9939.88,59.55,44,,2024-11-29
INV001181,CL2621,"Salazar, James and Dawson",REF-sb31Py27,Treasury,WA,SME,Cheque,319768.24,211115.27,108652.97,32595.89,33.98,64,Earum error illum laboriosam quisquam.,2024-01-20
INV001182,CL8048,Williams and Sons,REF-Lr74Dc79,Treasury,NSW,Enterprise,Direct Debit,299727.32,188876.98,110850.34,33255.1,36.98,83,,2023-12-01
INV001183,CL4797,Cordova-Robinson,REF-xv67vy21,Treasury,SA,Retail,EFT,333970.81,179018.62,154952.19,46485.66,46.4,16,,2023-06-27
INV001184,CL5771,"Collins, Wilkins and Edwards",REF-Sl57wC87,Operations,NT,Non-profit,EFT,402226.87,275394.53,126832.34,38049.7,31.53,11,,2023-11-16
INV001185,CL4433,Marsh and Sons,REF-NV93MJ99,Corporate Banking,NT,Retail,BPAY,386241.2,266416.99,119824.21,35947.26,31.02,88,Veritatis officia praesentium earum.,2024-09-10
INV001186,CL5686,"Buck, Hunt and Castaneda",REF-Iy64ZV76,Treasury,NSW,Retail,Credit Card,314823.2,152974.36,161848.84,48554.65,51.41,64,,2024-11-17
INV001187,CL4427,"Johnson, Cantu and Richards",REF-fO33Wm30,Operations,SA,Enterprise,EFT,385206.28,157821.35,227384.93,68215.48,59.03,42,,2024-12-03
INV001188,CL2181,"Jones, Garner and Hill",REF-Og28aR86,Corporate Banking,ACT,Enterprise,BPAY,276314.63,198686.66,77627.97,23288.39,28.09,47,,2024-09-06
INV001189,CL8892,Wright Group,REF-Hw03Cw73,Insurance,QLD,Non-profit,Credit Card,113353.9,77222.19,36131.71,10839.51,31.88,77,Laudantium adipisci delectus nobis esse perspiciatis.,2023-09-29
INV001190,CL9063,"Dean, Cohen and Avery",REF-Zf93Lj60,Retail Banking,NT,Retail,Direct Debit,336702.85,196156.53,140546.32,42163.9,41.74,44,,2023-01-10
INV001191,CL2427,Lopez-Kirk,REF-Fi71ZD12,Retail Banking,SA,Retail,Credit Card,194130.81,141934.08,52196.73,15659.02,26.89,85,,2023-09-05
INV001192,CL3148,"Ramsey, Carlson and Clark",REF-gh51QO03,Insurance,TAS,Enterprise,Credit Card,225116.13,140626.1,84490.03,25347.01,37.53,56,Corporis commodi aliquid repellendus reprehenderit.,2024-08-07
INV001193,CL3043,"Miller, Arias and Villarreal",REF-Wm04ID05,Insurance,SA,Retail,Direct Debit,183339.39,100740.52,82598.87,24779.66,45.05,28,,2023-06-18
INV001194,CL4991,Johnson-Ortiz,REF-aS09AR47,Operations,VIC,Retail,Direct Debit,237665.69,129925.34,107740.35,32322.1,45.33,72,,2023-11-10
INV001195,CL4691,"Greene, Morrow and Grant",REF-DL86Wy37,Insurance,WA,Enterprise,Credit Card,220312.27,145606.29,74705.98,22411.79,33.91,44,,2023-12-15
INV001196,CL8515,Whitaker-Johnson,REF-MO84nO94,Wealth Management,ACT,Government,Direct Debit,321455.58,200500.12,120955.46,36286.64,37.63,46,Assumenda rem eaque consectetur.,2024-05-27
INV001197,CL9205,Mckenzie and Sons,REF-Tn72gv05,Wealth Management,NT,Non-profit,BPAY,282832.53,183974.52,98858.01,29657.4,34.95,19,,2024-06-27
INV001198,CL1897,Mccoy-Adams,REF-Te00Yg02,Retail Banking,NSW,Retail,Credit Card,430031.39,288443.01,141588.38,42476.51,32.93,61,,2023-09-06
INV001199,CL2848,"Wilson, Harris and Woodard",REF-jK56cJ88,Insurance,SA,Government,BPAY,474356.92,217548.93,256807.99,77042.4,54.14,33,,2024-07-09
INV001200,CL2474,"Adams, Price and Santana",REF-vi79AR12,Insurance,VIC,Non-profit,Direct Debit,155619.28,92865.71,62753.57,18826.07,40.33,47,,2024-11-29
INV001201,CL5192,Cooper-Hicks,REF-xZ55IS22,Operations,QLD,Government,Cheque,360765.41,199975.71,160789.7,48236.91,44.57,11,,2023-05-23
INV001202,CL3383,Gutierrez-Guzman,REF-ra28ZN92,Operations,ACT,Non-profit,Direct Debit,304298.01,178192.44,126105.57,37831.67,41.44,79,,2024-05-15
INV001203,CL8485,"Sanchez, Hunt and Wilkinson",REF-wq36pp85,Treasury,TAS,Government,Cheque,173222.58,69400.38,103822.2,31146.66,59.94,89,,2024-07-03
INV001204,CL3039,Miller-Moore,REF-ga75gu95,Operations,NSW,Government,Credit Card,308555.3,132551.44,176003.86,52801.16,57.04,80,,2024-06-21
INV001205,CL7677,Smith and Sons,REF-yu68Ew06,Retail Banking,WA,Retail,Credit Card,37463.61,26467.71,10995.9,3298.77,29.35,71,,2023-12-08
INV001206,CL6799,"Davis, Green and White",REF-hc72dU80,Corporate Banking,ACT,Government,Cheque,167680.42,102321.14,65359.28,19607.78,38.98,11,,2023-06-26
INV001207,CL1898,"Franklin, Hood and Gentry",REF-EN45Oo40,Wealth Management,NSW,Government,Cheque,253357.38,157651.15,95706.23,28711.87,37.78,67,,2024-11-15
INV001208,CL1574,Delgado-Welch,REF-xD92OI70,Retail Banking,TAS,Government,Direct Debit,333832.62,171836.79,161995.83,48598.75,48.53,79,,2024-03-25
INV001209,CL9902,Olson Inc,REF-ZD81DM41,Retail Banking,NSW,Government,Cheque,287158.96,175570.62,111588.34,33476.5,38.86,76,,2024-04-29
INV001210,CL1361,Schmidt and Sons,REF-EI66Ot49,Corporate Banking,TAS,Retail,Credit Card,100280.18,53437.56,46842.62,14052.79,46.71,8,,2024-12-13
INV001211,CL4531,Hinton Group,REF-Za00NB41,Operations,WA,Retail,Direct Debit,441437.35,297751.56,143685.79,43105.74,32.55,50,,2023-12-27
INV001212,CL6034,"Walter, Walsh and Diaz",REF-Zc31TS25,Insurance,QLD,Enterprise,BPAY,37463.59,23655.78,13807.81,4142.34,36.86,85,,2024-04-15
INV001213,CL9787,"Nguyen, Davis and Higgins",REF-oX89GK26,Wealth Management,NT,Enterprise,EFT,402158.26,179187.1,222971.16,66891.35,55.44,43,,2023-09-26
INV001214,CL3482,Griffith Ltd,REF-sa49Re13,Operations,WA,Retail,EFT,344556.28,211535.05,133021.23,39906.37,38.61,74,,2023-09-15
INV001215,CL1187,"Wong, Leonard and Foster",REF-pN60Ks22,Wealth Management,VIC,Retail,Cheque,42278.29,27919.96,14358.33,4307.5,33.96,85,Error dicta voluptatum debitis.,2024-05-26
INV001216,CL2885,Cox Inc,REF-Qz99wr29,Operations,SA,Enterprise,Direct Debit,405333.1,166224.56,239108.54,71732.56,58.99,78,Deserunt asperiores rerum ipsa inventore.,2023-01-30
INV001217,CL5042,"Weeks, Mills and Villegas",REF-kf25Qu30,Operations,ACT,Enterprise,Direct Debit,390167.19,188448.69,201718.5,60515.55,51.7,45,Explicabo voluptates labore.,2023-11-20
INV001218,CL4829,Martinez Ltd,REF-fB75TQ21,Operations,TAS,Retail,EFT,143209.68,101108.75,42100.93,12630.28,29.4,59,,2023-07-27
INV001219,CL9299,"Ingram, Juarez and Higgins",REF-ob36ZJ53,Corporate Banking,NSW,Enterprise,BPAY,74117.53,53822.4,20295.13,6088.54,27.38,77,,2023-09-24
INV001220,CL5119,Alexander and Sons,REF-mJ92Jq69,Treasury,NSW,Non-profit,EFT,170554.88,121614.07,48940.81,14682.24,28.7,27,,2024-10-21
INV001221,CL9985,Garcia-Morgan,REF-pJ21JM37,Insurance,QLD,Enterprise,Credit Card,243344.86,135821.77,107523.09,32256.93,44.19,49,,2024-06-12
INV001222,CL1538,Mills-Roberts,REF-Vo55RT21,Operations,ACT,SME,Cheque,413166.42,302150.35,111016.07,33304.82,26.87,16,Aliquid provident molestias.,2024-08-08
INV001223,CL1893,"Wilson, Newman and Lee",REF-JY24Pi17,Treasury,NSW,Retail,BPAY,120347.69,57458.93,62888.76,18866.63,52.26,74,,2024-08-12
INV001224,CL2539,Harmon LLC,REF-LT24aQ72,Corporate Banking,WA,Non-profit,EFT,216426.58,126316.68,90109.9,27032.97,41.64,42,,2023-09-02
INV001225,CL7387,Lawrence-Jenkins,REF-YV61fu69,Insurance,QLD,Enterprise,Cheque,448565.87,306859.59,141706.28,42511.88,31.59,33,Exercitationem quo autem odio animi.,2023-02-11
INV001226,CL1317,Phillips-Murphy,REF-cP88wg60,Operations,SA,SME,Credit Card,16321.96,11265.39,5056.57,1516.97,30.98,67,,2024-05-01
INV001227,CL8852,"Delacruz, Casey and Li",REF-Hn94xi30,Retail Banking,WA,Government,Direct Debit,222985.49,144830.05,78155.44,23446.63,35.05,88,Similique ducimus eligendi.,2023-03-05
INV001228,CL9161,Williams PLC,REF-yF74td53,Operations,ACT,Government,BPAY,464628.34,302696.9,161931.44,48579.43,34.85,23,Suscipit ad alias.,2024-11-30
INV001229,CL1131,"Cohen, Dickerson and Smith",REF-Fv67Ef80,Treasury,TAS,Retail,Direct Debit,450582.46,224861.12,225721.34,67716.4,50.1,47,,2024-09-04
INV001230,CL4160,Watson and Sons,REF-cl39AP27,Operations,NT,Non-profit,Cheque,354603.03,171067.73,183535.3,55060.59,51.76,62,Cum eius commodi cum.,2024-05-24
INV001231,CL6690,"Larsen, Moore and Cooley",REF-Tj77tZ15,Retail Banking,QLD,Non-profit,Credit Card,268996.91,127760.99,141235.92,42370.78,52.5,21,,2023-12-12
INV001232,CL6641,Valencia-Martinez,REF-TP55dv36,Retail Banking,VIC,Enterprise,Direct Debit,304217.66,207619.77,96597.89,28979.37,31.75,70,Ut quod eaque error.,2023-05-19
INV001233,CL4274,Hernandez-Lawson,REF-Qo03sA44,Insurance,NSW,Enterprise,Direct Debit,260538.58,158953.18,101585.4,30475.62,38.99,60,Iste et necessitatibus.,2023-04-11
INV001234,CL7388,"Stewart, Larson and Wilkerson",REF-YF19bl72,Treasury,ACT,SME,Direct Debit,182145.91,124408.64,57737.27,17321.18,31.7,86,,2024-03-11
INV001235,CL7795,"Adkins, Mendez and Nunez",REF-sF25OA07,Treasury,VIC,Non-profit,Direct Debit,27602.62,13250.75,14351.87,4305.56,51.99,18,Voluptatibus ab doloremque ipsam harum.,2023-06-10
INV001236,CL4951,Graham-Beck,REF-rX45xn20,Operations,SA,Non-profit,BPAY,171522.38,90047.74,81474.64,24442.39,47.5,70,Ullam aspernatur eos illo tempora quam.,2023-05-08
INV001237,CL9021,White Group,REF-DY78GT63,Corporate Banking,VIC,Government,BPAY,375759.62,259638.76,116120.86,34836.26,30.9,43,,2023-05-03
INV001238,CL7070,"Mccarthy, Mayer and Boyer",REF-ci92Mt16,Corporate Banking,VIC,Non-profit,Cheque,136203.16,65986.85,70216.31,21064.89,51.55,13,,2024-02-20
INV001239,CL1877,Davis Inc,REF-RA47qw15,Operations,ACT,Retail,Cheque,140955.35,88099.83,52855.52,15856.66,37.5,13,,2024-01-22
INV001240,CL9106,"Cain, Jackson and Waters",REF-pd56ZI77,Corporate Banking,QLD,Retail,Direct Debit,120084.64,73190.22,46894.42,14068.33,39.05,33,Natus soluta fuga accusamus exercitationem.,2023-02-27
INV001241,CL9234,Fowler LLC,REF-pX42cO58,Insurance,NSW,Retail,Direct Debit,245206.58,181710.34,63496.24,19048.87,25.89,20,,2024-03-24
INV001242,CL3763,Smith-Compton,REF-zH93GL71,Operations,TAS,Non-profit,BPAY,234597.09,133195.34,101401.75,30420.52,43.22,63,Voluptatibus aperiam rerum minima.,2024-01-21
INV001243,CL2879,Le-Long,REF-ti40eA78,Treasury,NT,Retail,Cheque,191691.0,118533.14,73157.86,21947.36,38.16,44,,2024-09-14
INV001244,CL7506,Herrera-Nelson,REF-ET63NE43,Retail Banking,QLD,Government,Credit Card,262401.29,161714.1,100687.19,30206.16,38.37,20,,2023-03-10
INV001245,CL1135,"Sandoval, Edwards and Perry",REF-VY79Mb86,Treasury,WA,Government,EFT,10024.09,4331.17,5692.92,1707.88,56.79,35,Totam perferendis rem totam optio.,2023-03-15
INV001246,CL3806,Stewart Inc,REF-Gc45mQ22,Wealth Management,ACT,Government,Direct Debit,322938.96,143971.36,178967.6,53690.28,55.42,16,Harum quis rem ab.,2024-06-25
INV001247,CL9175,"Clarke, Ramirez and Hill",REF-om14qw66,Operations,SA,Non-profit,EFT,64119.55,33186.02,30933.53,9280.06,48.24,44,Quasi sint placeat sapiente veniam.,2023-11-10
INV001248,CL6956,Powers-Villegas,REF-tI03hS55,Operations,QLD,SME,Credit Card,155043.54,86786.12,68257.42,20477.23,44.02,82,,2023-04-14
INV001249,CL2959,Erickson Group,REF-kJ09lE21,Operations,SA,Government,Credit Card,44530.25,19510.4,25019.85,7505.95,56.19,34,,2023-11-05
INV001250,CL4410,"Tate, Reilly and Small",REF-Ij44sB57,Wealth Management,QLD,Government,BPAY,84390.28,34968.12,49422.16,14826.65,58.56,63,,2024-01-05
INV001251,CL9149,"Henry, Black and Smith",REF-jW21yc18,Corporate Banking,TAS,Retail,Direct Debit,70358.86,43332.26,27026.6,8107.98,38.41,20,,2024-08-23
INV001252,CL9285,Barber-Archer,REF-ib98le93,Wealth Management,ACT,Government,EFT,473626.05,279369.42,194256.63,58276.99,41.01,65,,2023-10-30
INV001253,CL7750,Navarro PLC,REF-Sh65Xs33,Retail Banking,ACT,Non-profit,BPAY,89896.79,42836.0,47060.79,14118.24,52.35,50,,2023-11-12
